Track Name,PC1,PC2,Sector
192,-2.4428079495444655,-0.31550232379539683,↙️ Cuadrante 3: Acústico y Melancólico/Chill
193,0.06448940146659915,0.6103763330864027,↗️ Cuadrante 1: Energético y Feliz/Bailable
194,1.5486706111292405,1.3016266447201232,↗️ Cuadrante 1: Energético y Feliz/Bailable
195,-0.3590825319115582,-0.051106817487708456,↙️ Cuadrante 3: Acústico y Melancólico/Chill
196,0.28615749370594334,-0.7324228258943343,↘️ Cuadrante 4: Intenso y Serio/Rápido
197,1.4539836747550445,0.14296428459609184,↗️ Cuadrante 1: Energético y Feliz/Bailable
198,1.487410204977215,-2.8741600935811076,↘️ Cuadrante 4: Intenso y Serio/Rápido
199,-1.8707187725386643,-2.1438325758874814,↙️ Cuadrante 3: Acústico y Melancólico/Chill
200,-0.8304432797716674,1.0505971209023985,↖️ Cuadrante 2: Acústico pero Alegre
201,1.6683549780898081,-1.2057478011801757,↘️ Cuadrante 4: Intenso y Serio/Rápido
202,0.8987899468417893,0.5313847377050744,↗️ Cuadrante 1: Energético y Feliz/Bailable
203,-0.38922973943824946,-0.5123488701490998,↙️ Cuadrante 3: Acústico y Melancólico/Chill
204,-0.6861961381716679,0.8435805977293296,↖️ Cuadrante 2: Acústico pero Alegre
205,1.650742796551369,-0.13817691948105024,↘️ Cuadrante 4: Intenso y Serio/Rápido
206,-0.9205098342425021,-0.3377072520712646,↙️ Cuadrante 3: Acústico y Melancólico/Chill
207,-3.3612558639496606,1.745351246656343,↖️ Cuadrante 2: Acústico pero Alegre
208,1.854661390878879,-2.498290834196037,↘️ Cuadrante 4: Intenso y Serio/Rápido
209,-1.2061169211716292,0.9187996220502679,↖️ Cuadrante 2: Acústico pero Alegre
210,1.0459749109183762,1.389896154894669,↗️ Cuadrante 1: Energético y Feliz/Bailable
211,0.8584278567546981,0.3645725854202313,↗️ Cuadrante 1: Energético y Feliz/Bailable
212,-0.12619535443718433,0.7975558369378346,↖️ Cuadrante 2: Acústico pero Alegre
213,-1.0921627778487686,-0.2619408216108546,↙️ Cuadrante 3: Acústico y Melancólico/Chill
214,2.233329017382652,-2.2620114233083624,↘️ Cuadrante 4: Intenso y Serio/Rápido
215,-0.1924627181722319,0.6994111514300767,↖️ Cuadrante 2: Acústico pero Alegre
216,1.270407462004584,0.684979426206374,↗️ Cuadrante 1: Energético y Feliz/Bailable
217,-0.10385254593876385,1.2871216379312076,↖️ Cuadrante 2: Acústico pero Alegre
218,2.1191516067354814,-1.236816594743052,↘️ Cuadrante 4: Intenso y Serio/Rápido
219,0.40611554610633005,0.6817284519916171,↗️ Cuadrante 1: Energético y Feliz/Bailable
220,0.9458422158352113,-0.8368266332246808,↘️ Cuadrante 4: Intenso y Serio/Rápido
221,2.0711675985811544,-1.5039457429828351,↘️ Cuadrante 4: Intenso y Serio/Rápido
222,-0.829141998353505,-1.3600319590311132,↙️ Cuadrante 3: Acústico y Melancólico/Chill
223,1.4408469979513492,2.2394283530023222,↗️ Cuadrante 1: Energético y Feliz/Bailable
224,1.5372247355107347,1.056203075435117,↗️ Cuadrante 1: Energético y Feliz/Bailable
